id,brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,hand_luggage,checked_baggage,crawl_date
id,brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,hand_luggage,checked_baggage,crawl_date
VJ-642,VietJet Air,1.530.036 VND,18:30,10 thg 6,19:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
9G-956,SUN PhuQuoc AIRWAYS,1.589.940 VND,07:05,10 thg 6,08:30,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-640,VietJet Air,1.608.763 VND,15:10,10 thg 6,16:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VN-7046,Vietnam Airlines,1.642.000 VND,16:55,10 thg 6,18:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-7124,Vietnam Airlines,1.642.000 VND,18:10,10 thg 6,19:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-142,Vietnam Airlines,1.642.000 VND,19:10,10 thg 6,20:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-146,Vietnam Airlines,1.642.000 VND,19:35,10 thg 6,21:00,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VJ-632,VietJet Air,1.644.835 VND,07:30,10 thg 6,08:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-630,VietJet Air,1.644.835 VND,09:00,10 thg 6,10:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VN-7144,Vietnam Airlines,1.650.365 VND,05:05,10 thg 6,06:25,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-106,Vietnam Airlines,1.782.804 VND,05:45,10 thg 6,07:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-7116,Vietnam Airlines,1.782.804 VND,13:45,10 thg 6,15:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-134,Vietnam Airlines,1.782.804 VND,15:30,10 thg 6,16:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-136,Vietnam Airlines,1.782.804 VND,16:00,10 thg 6,17:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-140,Vietnam Airlines,1.782.804 VND,16:45,10 thg 6,18:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-6036,Vietnam Airlines,1.782.804 VND,11:45,10 thg 6,13:15,10 thg 6,1h 30m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VJ-644,VietJet Air,1.829.145 VND,19:20,10 thg 6,20:40,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VN-132,Vietnam Airlines,1.934.465 VND,13:25,10 thg 6,14:45,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-104,Vietnam Airlines,1.985.000 VND,06:30,10 thg 6,07:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-110,Vietnam Airlines,2.066.641 VND,06:45,10 thg 6,08:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VJ-634,VietJet Air,2.268.066 VND,10:45,10 thg 6,12:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VN-126,Vietnam Airlines,2.465.000 VND,11:00,10 thg 6,12:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VU-684,Vietravel Airlines,975.100 VND,21:40,10 thg 6,23:05,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-644,VietJet Air,1.258.764 VND,19:20,10 thg 6,20:40,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-652,VietJet Air,1.258.764 VND,21:10,10 thg 6,22:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-650,VietJet Air,1.258.764 VND,21:50,10 thg 6,23:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VU-672,Vietravel Airlines,1.306.435 VND,09:00,10 thg 6,10:25,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VN-7114,Vietnam Airlines,1.359.139 VND,19:50,10 thg 6,21:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-7126,Vietnam Airlines,1.359.139 VND,19:50,10 thg 6,21:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-7042,Vietnam Airlines,1.359.139 VND,22:55,10 thg 6,00:15,11 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-7112,Vietnam Airlines,1.359.139 VND,23:35,10 thg 6,00:55,11 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VJ-622,VietJet Air,1.393.387 VND,05:20,10 thg 6,06:40,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-648,VietJet Air,1.403.134 VND,20:00,10 thg 6,21:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-646,VietJet Air,1.403.134 VND,20:40,10 thg 6,22:00,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-988,SUN PhuQuoc AIRWAYS,1.416.690 VND,20:20,10 thg 6,21:45,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
QH-154,Bamboo Airways,1.421.640 VND,10:05,10 thg 6,11:30,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-972,SUN PhuQuoc AIRWAYS,1.503.810 VND,15:05,10 thg 6,16:30,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VN-148,Vietnam Airlines,1.530.000 VND,21:00,10 thg 6,22:15,10 thg 6,1h 15m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VJ-628,VietJet Air,1.564.893 VND,07:05,10 thg 6,08:25,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026 
VJ-636,VietJet Air,1.576.484 VND,13:00,10 thg 6,14:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026 
VJ-638,VietJet Air,1.576.484 VND,13:30,10 thg 6,14:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026 
VJ-640,VietJet Air,1.576.484 VND,15:10,10 thg 6,16:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026 
VJ-642,VietJet Air,1.576.484 VND,18:30,10 thg 6,19:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026 
9G-956,SUN PhuQuoc AIRWAYS,1.610.730 VND,07:05,10 thg 6,08:30,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VN-7046,Vietnam Airlines,1.670.800 VND,16:55,10 thg 6,18:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-7124,Vietnam Airlines,1.670.800 VND,18:10,10 thg 6,19:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-142,Vietnam Airlines,1.670.800 VND,19:10,10 thg 6,20:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-146,Vietnam Airlines,1.670.800 VND,19:35,10 thg 6,21:00,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VJ-632,VietJet Air,1.678.177 VND,07:30,10 thg 6,08:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026 
VJ-630,VietJet Air,1.678.177 VND,09:00,10 thg 6,10:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026 
VN-7144,Vietnam Airlines,1.680.000 VND,05:05,10 thg 6,06:25,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-134,Vietnam Airlines,1.812.009 VND,15:30,10 thg 6,16:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-136,Vietnam Airlines,1.812.009 VND,16:00,10 thg 6,17:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-140,Vietnam Airlines,1.812.009 VND,16:45,10 thg 6,18:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-6036,Vietnam Airlines,1.821.000 VND,11:45,10 thg 6,13:15,10 thg 6,1h 30m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-132,Vietnam Airlines,1.953.482 VND,13:25,10 thg 6,14:45,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-7116,Vietnam Airlines,1.953.482 VND,13:45,10 thg 6,15:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VJ-634,VietJet Air,2.326.000 VND,10:45,10 thg 6,12:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026 
VN-126,Vietnam Airlines,2.435.332 VND,11:00,10 thg 6,12:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-7104,Vietnam Airlines,2.499.000 VND,04:55,10 thg 6,06:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-106,Vietnam Airlines,2.499.000 VND,05:45,10 thg 6,07:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026 
VN-104,Vietnam Airlines,2.499.000 VND,06:30,10 thg 6,07:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-110,Vietnam Airlines,2.499.000 VND,06:45,10 thg 6,08:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
