id,brand,price,take_place,destination,hand_luggage,checked_baggage,price_raw,start_hour,end_hour,trip_mins,days_left,is_holiday,num_flights_same_route_day,price_lag1,price_lag3,price_roll3_mean,price_roll3_std
VN-1176,Vietnam Airlines,3697522,TP HCM (SGN),Hải Phòng (HPH),10,10,3.697.522 VND,Morning,Morning,125,2,0,4,4996000.0,3566804.0,3666034.25,515688.732878662
VN-1176,Vietnam Airlines,3741000,TP HCM (SGN),Hải Phòng (HPH),10,10,3.741.000 VND,Morning,Morning,125,1,0,4,3697522.0,3957000.0,3540999.1666666665,424109.3618414015
VN-1186,Vietnam Airlines,2890000,TP HCM (SGN),Hải Phòng (HPH),10,23,2.890.000 VND,Evening,Evening,125,3,0,4,2890000.0,2890000.0,4030681.25,0.0
VN-1186,Vietnam Airlines,3957000,TP HCM (SGN),Hải Phòng (HPH),10,32,3.957.000 VND,Evening,Evening,125,3,0,4,2890000.0,3957000.0,4030681.25,0.0
VN-1186,Vietnam Airlines,4996000,TP HCM (SGN),Hải Phòng (HPH),18,32,4.996.000 VND,Evening,Evening,125,3,0,4,3957000.0,4996000.0,4030681.25,0.0
VN-1186,Vietnam Airlines,3323636,TP HCM (SGN),Hải Phòng (HPH),10,10,3.323.636 VND,Evening,Evening,125,2,0,4,4996000.0,2890000.0,3666034.25,515688.732878662
VN-1186,Vietnam Airlines,3113716,TP HCM (SGN),Hải Phòng (HPH),10,10,3.113.716 VND,Evening,Evening,125,1,0,4,3323636.0,3957000.0,3540999.1666666665,424109.3618414015
VN-1188,Vietnam Airlines,2634353,TP HCM (SGN),Hải Phòng (HPH),10,23,2.634.353 VND,Evening,LateNight,120,3,0,4,2634353.0,2634353.0,4030681.25,0.0
VN-1188,Vietnam Airlines,3957000,TP HCM (SGN),Hải Phòng (HPH),10,32,3.957.000 VND,Evening,LateNight,120,3,0,4,2634353.0,3957000.0,4030681.25,0.0
VN-1188,Vietnam Airlines,4996000,TP HCM (SGN),Hải Phòng (HPH),18,32,4.996.000 VND,Evening,LateNight,120,3,0,4,3957000.0,4996000.0,4030681.25,0.0
VN-1188,Vietnam Airlines,2627207,TP HCM (SGN),Hải Phòng (HPH),10,10,2.627.207 VND,Evening,LateNight,120,2,0,4,4996000.0,2634353.0,3666034.25,515688.732878662
VN-1188,Vietnam Airlines,2706000,TP HCM (SGN),Hải Phòng (HPH),10,10,2.706.000 VND,Evening,LateNight,120,1,0,4,2627207.0,3957000.0,3540999.1666666665,424109.3618414015
VN-126,Vietnam Airlines,2351000,TP HCM (SGN),Đà Nẵng (DAD),10,23,2.351.000 VND,Afternoon,Afternoon,80,3,0,23,2351000.0,2351000.0,2742015.301587302,0.0
VN-126,Vietnam Airlines,3363000,TP HCM (SGN),Đà Nẵng (DAD),10,32,3.363.000 VND,Afternoon,Afternoon,80,3,0,23,2351000.0,3363000.0,2742015.301587302,0.0
VN-126,Vietnam Airlines,4294000,TP HCM (SGN),Đà Nẵng (DAD),18,32,4.294.000 VND,Afternoon,Afternoon,80,3,0,23,3363000.0,4294000.0,2742015.301587302,0.0
VN-126,Vietnam Airlines,2465000,TP HCM (SGN),Đà Nẵng (DAD),10,10,2.465.000 VND,Afternoon,Afternoon,80,2,0,24,4294000.0,2351000.0,2205656.734126984,758525.5603973856
VN-126,Vietnam Airlines,2435332,TP HCM (SGN),Đà Nẵng (DAD),10,10,2.435.332 VND,Afternoon,Afternoon,80,1,0,21,2465000.0,3363000.0,2088296.2195767194,573586.0737627724
VN-132,Vietnam Airlines,1939689,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.939.689 VND,Afternoon,Afternoon,80,3,0,23,1939689.0,1939689.0,2742015.301587302,0.0
VN-132,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Afternoon,Afternoon,80,3,0,23,1939689.0,2715000.0,2742015.301587302,0.0
VN-132,Vietnam Airlines,4294000,TP HCM (SGN),Đà Nẵng (DAD),18,32,4.294.000 VND,Afternoon,Afternoon,80,3,0,23,2715000.0,4294000.0,2742015.301587302,0.0
VN-132,Vietnam Airlines,1934465,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.934.465 VND,Afternoon,Afternoon,80,2,0,24,4294000.0,1939689.0,2205656.734126984,758525.5603973856
VN-132,Vietnam Airlines,1953482,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.953.482 VND,Afternoon,Afternoon,80,1,0,21,1934465.0,2715000.0,2088296.2195767194,573586.0737627724
VN-134,Vietnam Airlines,1787484,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.787.484 VND,Afternoon,Evening,80,3,0,23,1787484.0,1787484.0,2742015.301587302,0.0
VN-134,Vietnam Airlines,3363000,TP HCM (SGN),Đà Nẵng (DAD),10,32,3.363.000 VND,Afternoon,Evening,80,3,0,23,1787484.0,3363000.0,2742015.301587302,0.0
VN-134,Vietnam Airlines,4294000,TP HCM (SGN),Đà Nẵng (DAD),18,32,4.294.000 VND,Afternoon,Evening,80,3,0,23,3363000.0,4294000.0,2742015.301587302,0.0
VN-134,Vietnam Airlines,1782804,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.782.804 VND,Afternoon,Evening,80,2,0,24,4294000.0,1787484.0,2205656.734126984,758525.5603973856
VN-134,Vietnam Airlines,1812009,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.812.009 VND,Afternoon,Evening,80,1,0,21,1782804.0,3363000.0,2088296.2195767194,573586.0737627724
VN-1340,Vietnam Airlines,1591385,TP HCM (SGN),Nha Trang (CXR),10,10,1.591.385 VND,Morning,Morning,60,2,0,6,1591385.0,1591385.0,1544833.0666666667,19971.901051449393
VN-1340,Vietnam Airlines,1592292,TP HCM (SGN),Nha Trang (CXR),10,10,1.592.292 VND,Morning,Morning,60,1,0,6,1591385.0,1592292.0,1555160.4888888889,22790.466539160396
VN-1342,Vietnam Airlines,1552000,TP HCM (SGN),Nha Trang (CXR),10,23,1.552.000 VND,Morning,Afternoon,65,3,0,5,1552000.0,1552000.0,1530710.8,0.0
VN-1342,Vietnam Airlines,1615345,TP HCM (SGN),Nha Trang (CXR),10,10,1.615.345 VND,Morning,Afternoon,65,2,0,6,1552000.0,1615345.0,1544833.0666666667,19971.901051449393
VN-1342,Vietnam Airlines,1635000,TP HCM (SGN),Nha Trang (CXR),10,10,1.635.000 VND,Morning,Afternoon,65,1,0,6,1615345.0,1635000.0,1555160.4888888889,22790.466539160396
VN-1344,Vietnam Airlines,1771684,TP HCM (SGN),Nha Trang (CXR),10,23,1.771.684 VND,Afternoon,Afternoon,60,3,0,5,1771684.0,1771684.0,1530710.8,0.0
VN-1344,Vietnam Airlines,1759371,TP HCM (SGN),Nha Trang (CXR),10,10,1.759.371 VND,Afternoon,Afternoon,60,2,0,6,1771684.0,1759371.0,1544833.0666666667,19971.901051449393
VN-1344,Vietnam Airlines,1785000,TP HCM (SGN),Nha Trang (CXR),10,10,1.785.000 VND,Afternoon,Afternoon,60,1,0,6,1759371.0,1785000.0,1555160.4888888889,22790.466539160396
VN-1350,Vietnam Airlines,1447000,TP HCM (SGN),Nha Trang (CXR),10,23,1.447.000 VND,Evening,Evening,65,3,0,5,1447000.0,1447000.0,1530710.8,0.0
VN-1350,Vietnam Airlines,1521874,TP HCM (SGN),Nha Trang (CXR),10,10,1.521.874 VND,Evening,Evening,65,2,0,6,1447000.0,1521874.0,1544833.0666666667,19971.901051449393
VN-1350,Vietnam Airlines,1547000,TP HCM (SGN),Nha Trang (CXR),10,10,1.547.000 VND,Evening,Evening,65,1,0,6,1521874.0,1547000.0,1555160.4888888889,22790.466539160396
VN-136,Vietnam Airlines,1787484,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.787.484 VND,Evening,Evening,80,3,0,23,1787484.0,1787484.0,2742015.301587302,0.0
VN-136,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Evening,Evening,80,3,0,23,1787484.0,2715000.0,2742015.301587302,0.0
VN-136,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,Evening,Evening,80,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-136,Vietnam Airlines,1782804,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.782.804 VND,Evening,Evening,80,2,0,24,3916000.0,1787484.0,2205656.734126984,758525.5603973856
VN-136,Vietnam Airlines,1812009,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.812.009 VND,Evening,Evening,80,1,0,21,1782804.0,2715000.0,2088296.2195767194,573586.0737627724
VN-140,Vietnam Airlines,1655029,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.655.029 VND,Evening,Evening,80,3,0,23,1655029.0,1655029.0,2742015.301587302,0.0
VN-140,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Evening,Evening,80,3,0,23,1655029.0,2715000.0,2742015.301587302,0.0
VN-140,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,Evening,Evening,80,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-140,Vietnam Airlines,1782804,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.782.804 VND,Evening,Evening,80,2,0,24,3916000.0,1655029.0,2205656.734126984,758525.5603973856
VN-140,Vietnam Airlines,1812009,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.812.009 VND,Evening,Evening,80,1,0,21,1782804.0,2715000.0,2088296.2195767194,573586.0737627724
VN-142,Vietnam Airlines,1655029,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.655.029 VND,Evening,Evening,80,3,0,23,1655029.0,1655029.0,2742015.301587302,0.0
VN-142,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Evening,Evening,80,3,0,23,1655029.0,2715000.0,2742015.301587302,0.0
VN-142,Vietnam Airlines,1642000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.642.000 VND,Evening,Evening,80,2,0,24,2715000.0,1642000.0,2205656.734126984,758525.5603973856
VN-142,Vietnam Airlines,1670800,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.670.800 VND,Evening,Evening,80,1,0,21,1642000.0,1655029.0,2088296.2195767194,573586.0737627724
VN-146,Vietnam Airlines,1655029,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.655.029 VND,Evening,Evening,85,3,0,23,1655029.0,1655029.0,2742015.301587302,0.0
VN-146,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Evening,Evening,85,3,0,23,1655029.0,2715000.0,2742015.301587302,0.0
VN-146,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,Evening,Evening,85,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-146,Vietnam Airlines,1642000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.642.000 VND,Evening,Evening,85,2,0,24,3916000.0,1655029.0,2205656.734126984,758525.5603973856
VN-146,Vietnam Airlines,1670800,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.670.800 VND,Evening,Evening,85,1,0,21,1642000.0,2715000.0,2088296.2195767194,573586.0737627724
VN-148,Vietnam Airlines,1502561,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.502.561 VND,Evening,LateNight,75,3,0,23,1502561.0,1502561.0,2742015.301587302,0.0
VN-148,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Evening,LateNight,75,3,0,23,1502561.0,2715000.0,2742015.301587302,0.0
VN-148,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,Evening,LateNight,75,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-148,Vietnam Airlines,1336000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.336.000 VND,Evening,LateNight,75,2,0,24,3916000.0,1502561.0,2205656.734126984,758525.5603973856
VN-148,Vietnam Airlines,1530000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.530.000 VND,Evening,LateNight,75,1,0,21,1336000.0,2715000.0,2088296.2195767194,573586.0737627724
VN-1829,Vietnam Airlines,1623693,TP HCM (SGN),Phú Quốc (PQC),10,23,1.623.693 VND,Afternoon,Evening,60,3,0,2,1623693.0,1623693.0,2419615.5,0.0
VN-1829,Vietnam Airlines,2121000,TP HCM (SGN),Phú Quốc (PQC),10,32,2.121.000 VND,Afternoon,Evening,60,3,0,2,1623693.0,2121000.0,2419615.5,0.0
VN-1829,Vietnam Airlines,3916000,TP HCM (SGN),Phú Quốc (PQC),18,32,3.916.000 VND,Afternoon,Evening,60,3,0,2,2121000.0,3916000.0,2419615.5,0.0
VN-1829,Vietnam Airlines,1619031,TP HCM (SGN),Phú Quốc (PQC),10,10,1.619.031 VND,Afternoon,Evening,60,2,0,2,3916000.0,1623693.0,1978972.75,623162.9532113771
VN-1829,Vietnam Airlines,1639000,TP HCM (SGN),Phú Quốc (PQC),10,10,1.639.000 VND,Afternoon,Evening,60,1,0,1,1619031.0,2121000.0,1865648.5,482382.8251935904
VN-1833,Vietnam Airlines,1198000,TP HCM (SGN),Phú Quốc (PQC),10,23,1.198.000 VND,Evening,Evening,60,3,0,2,1198000.0,1198000.0,2419615.5,0.0
VN-1833,Vietnam Airlines,2121000,TP HCM (SGN),Phú Quốc (PQC),10,32,2.121.000 VND,Evening,Evening,60,3,0,2,1198000.0,2121000.0,2419615.5,0.0
VN-1833,Vietnam Airlines,3538000,TP HCM (SGN),Phú Quốc (PQC),18,32,3.538.000 VND,Evening,Evening,60,3,0,2,2121000.0,3538000.0,2419615.5,0.0
VN-1833,Vietnam Airlines,1457629,TP HCM (SGN),Phú Quốc (PQC),10,10,1.457.629 VND,Evening,Evening,60,2,0,2,3538000.0,1198000.0,1978972.75,623162.9532113771
VN-224,Vietnam Airlines,2223000,TP HCM (SGN),Hà Nội (HAN),10,23,2.223.000 VND,LateNight,EarlyMorning,130,3,0,6,2223000.0,2223000.0,3612315.1764705884,0.0
VN-224,Vietnam Airlines,4013000,TP HCM (SGN),Hà Nội (HAN),10,32,4.013.000 VND,LateNight,EarlyMorning,130,3,0,6,2223000.0,4013000.0,3612315.1764705884,0.0
VN-224,Vietnam Airlines,4769000,TP HCM (SGN),Hà Nội (HAN),18,32,4.769.000 VND,LateNight,EarlyMorning,130,3,0,6,4013000.0,4769000.0,3612315.1764705884,0.0
VN-224,Vietnam Airlines,2358642,TP HCM (SGN),Hà Nội (HAN),10,10,2.358.642 VND,LateNight,EarlyMorning,130,2,0,6,4769000.0,2223000.0,2931633.5882352944,962629.1337400118
VN-224,Vietnam Airlines,2417000,TP HCM (SGN),Hà Nội (HAN),10,10,2.417.000 VND,LateNight,EarlyMorning,130,1,0,6,2358642.0,4013000.0,2733792.1699346406,762070.2755967886
VN-238,Vietnam Airlines,2223000,TP HCM (SGN),Hà Nội (HAN),10,23,2.223.000 VND,Evening,LateNight,130,3,0,6,2223000.0,2223000.0,3612315.1764705884,0.0
VN-238,Vietnam Airlines,4013000,TP HCM (SGN),Hà Nội (HAN),10,32,4.013.000 VND,Evening,LateNight,130,3,0,6,2223000.0,4013000.0,3612315.1764705884,0.0
VN-238,Vietnam Airlines,4769000,TP HCM (SGN),Hà Nội (HAN),18,32,4.769.000 VND,Evening,LateNight,130,3,0,6,4013000.0,4769000.0,3612315.1764705884,0.0
VN-238,Vietnam Airlines,2358642,TP HCM (SGN),Hà Nội (HAN),10,10,2.358.642 VND,Evening,LateNight,130,2,0,6,4769000.0,2223000.0,2931633.5882352944,962629.1337400118
VN-238,Vietnam Airlines,2417000,TP HCM (SGN),Hà Nội (HAN),10,10,2.417.000 VND,Evening,LateNight,130,1,0,6,2358642.0,4013000.0,2733792.1699346406,762070.2755967886
VN-256,Vietnam Airlines,2223000,TP HCM (SGN),Hà Nội (HAN),10,23,2.223.000 VND,Evening,LateNight,130,3,0,6,2223000.0,2223000.0,3612315.1764705884,0.0
VN-256,Vietnam Airlines,4013000,TP HCM (SGN),Hà Nội (HAN),10,32,4.013.000 VND,Evening,LateNight,130,3,0,6,2223000.0,4013000.0,3612315.1764705884,0.0
VN-256,Vietnam Airlines,4769000,TP HCM (SGN),Hà Nội (HAN),18,32,4.769.000 VND,Evening,LateNight,130,3,0,6,4013000.0,4769000.0,3612315.1764705884,0.0
VN-256,Vietnam Airlines,2358642,TP HCM (SGN),Hà Nội (HAN),10,10,2.358.642 VND,Evening,LateNight,130,2,0,6,4769000.0,2223000.0,2931633.5882352944,962629.1337400118
VN-256,Vietnam Airlines,2417000,TP HCM (SGN),Hà Nội (HAN),10,10,2.417.000 VND,Evening,LateNight,130,1,0,6,2358642.0,4013000.0,2733792.1699346406,762070.2755967886
VN-260,Vietnam Airlines,2223000,TP HCM (SGN),Hà Nội (HAN),10,23,2.223.000 VND,Evening,LateNight,130,3,0,6,2223000.0,2223000.0,3612315.1764705884,0.0
VN-260,Vietnam Airlines,4013000,TP HCM (SGN),Hà Nội (HAN),10,32,4.013.000 VND,Evening,LateNight,130,3,0,6,2223000.0,4013000.0,3612315.1764705884,0.0
VN-260,Vietnam Airlines,4769000,TP HCM (SGN),Hà Nội (HAN),18,32,4.769.000 VND,Evening,LateNight,130,3,0,6,4013000.0,4769000.0,3612315.1764705884,0.0
VN-260,Vietnam Airlines,2358642,TP HCM (SGN),Hà Nội (HAN),10,10,2.358.642 VND,Evening,LateNight,130,2,0,6,4769000.0,2223000.0,2931633.5882352944,962629.1337400118
VN-260,Vietnam Airlines,2417000,TP HCM (SGN),Hà Nội (HAN),10,10,2.417.000 VND,Evening,LateNight,130,1,0,6,2358642.0,4013000.0,2733792.1699346406,762070.2755967886
VN-270,Vietnam Airlines,2034000,TP HCM (SGN),Hà Nội (HAN),10,23,2.034.000 VND,LateNight,EarlyMorning,130,3,0,6,2034000.0,2034000.0,3612315.1764705884,0.0
VN-270,Vietnam Airlines,4013000,TP HCM (SGN),Hà Nội (HAN),10,32,4.013.000 VND,LateNight,EarlyMorning,130,3,0,6,2034000.0,4013000.0,3612315.1764705884,0.0
VN-270,Vietnam Airlines,2152214,TP HCM (SGN),Hà Nội (HAN),10,10,2.152.214 VND,LateNight,EarlyMorning,130,2,0,6,4013000.0,2152214.0,2931633.5882352944,962629.1337400118
VN-270,Vietnam Airlines,2203000,TP HCM (SGN),Hà Nội (HAN),10,10,2.203.000 VND,LateNight,EarlyMorning,130,1,0,6,2152214.0,2034000.0,2733792.1699346406,762070.2755967886
VN-6002,Vietnam Airlines,2560358,TP HCM (SGN),Hà Nội (HAN),10,23,2.560.358 VND,Morning,Morning,130,3,0,6,2560358.0,2560358.0,3612315.1764705884,0.0
VN-6002,Vietnam Airlines,4013000,TP HCM (SGN),Hà Nội (HAN),10,32,4.013.000 VND,Morning,Morning,130,3,0,6,2560358.0,4013000.0,3612315.1764705884,0.0
VN-6002,Vietnam Airlines,4769000,TP HCM (SGN),Hà Nội (HAN),18,32,4.769.000 VND,Morning,Morning,130,3,0,6,4013000.0,4769000.0,3612315.1764705884,0.0
VN-6002,Vietnam Airlines,1918930,TP HCM (SGN),Hà Nội (HAN),10,10,1.918.930 VND,Morning,Morning,130,2,0,6,4769000.0,2560358.0,2931633.5882352944,962629.1337400118
VN-6002,Vietnam Airlines,2157656,TP HCM (SGN),Hà Nội (HAN),10,10,2.157.656 VND,Morning,Morning,130,1,0,6,1918930.0,4013000.0,2733792.1699346406,762070.2755967886
VN-6036,Vietnam Airlines,1787484,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.787.484 VND,Afternoon,Afternoon,90,3,0,23,1787484.0,1787484.0,2742015.301587302,0.0
VN-6036,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Afternoon,Afternoon,90,3,0,23,1787484.0,2715000.0,2742015.301587302,0.0
VN-6036,Vietnam Airlines,4294000,TP HCM (SGN),Đà Nẵng (DAD),18,32,4.294.000 VND,Afternoon,Afternoon,90,3,0,23,2715000.0,4294000.0,2742015.301587302,0.0
VN-6036,Vietnam Airlines,1782804,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.782.804 VND,Afternoon,Afternoon,90,2,0,24,4294000.0,1787484.0,2205656.734126984,758525.5603973856
VN-6036,Vietnam Airlines,1821000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.821.000 VND,Afternoon,Afternoon,90,1,0,21,1782804.0,2715000.0,2088296.2195767194,573586.0737627724
VN-6440,Vietnam Airlines,3087018,TP HCM (SGN),Hải Phòng (HPH),10,23,3.087.018 VND,Afternoon,Afternoon,130,3,0,4,3087018.0,3087018.0,4030681.25,0.0
VN-6440,Vietnam Airlines,3957000,TP HCM (SGN),Hải Phòng (HPH),10,32,3.957.000 VND,Afternoon,Afternoon,130,3,0,4,3087018.0,3957000.0,4030681.25,0.0
VN-6440,Vietnam Airlines,5374000,TP HCM (SGN),Hải Phòng (HPH),18,32,5.374.000 VND,Afternoon,Afternoon,130,3,0,4,3957000.0,5374000.0,4030681.25,0.0
VN-6440,Vietnam Airlines,3557184,TP HCM (SGN),Hải Phòng (HPH),10,10,3.557.184 VND,Afternoon,Afternoon,130,2,0,4,5374000.0,3087018.0,3666034.25,515688.732878662
VN-6440,Vietnam Airlines,3603000,TP HCM (SGN),Hải Phòng (HPH),10,10,3.603.000 VND,Afternoon,Afternoon,130,1,0,4,3557184.0,3957000.0,3540999.1666666665,424109.3618414015
VN-7042,Vietnam Airlines,1431000,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.431.000 VND,LateNight,EarlyMorning,80,3,0,23,1431000.0,1431000.0,2742015.301587302,0.0
VN-7042,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,LateNight,EarlyMorning,80,3,0,23,1431000.0,2715000.0,2742015.301587302,0.0
VN-7042,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,LateNight,EarlyMorning,80,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-7042,Vietnam Airlines,1336000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.336.000 VND,LateNight,EarlyMorning,80,2,0,24,3916000.0,1431000.0,2205656.734126984,758525.5603973856
VN-7042,Vietnam Airlines,1359139,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.359.139 VND,LateNight,EarlyMorning,80,1,0,21,1336000.0,2715000.0,2088296.2195767194,573586.0737627724
VN-7046,Vietnam Airlines,1652000,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.652.000 VND,Evening,Evening,80,3,0,23,1652000.0,1652000.0,2742015.301587302,0.0
VN-7046,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Evening,Evening,80,3,0,23,1652000.0,2715000.0,2742015.301587302,0.0
VN-7046,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,Evening,Evening,80,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-7046,Vietnam Airlines,1642000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.642.000 VND,Evening,Evening,80,2,0,24,3916000.0,1652000.0,2205656.734126984,758525.5603973856
VN-7046,Vietnam Airlines,1670800,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.670.800 VND,Evening,Evening,80,1,0,21,1642000.0,2715000.0,2088296.2195767194,573586.0737627724
VN-7104,Vietnam Airlines,1431000,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.431.000 VND,Morning,Morning,80,3,0,23,1431000.0,1431000.0,2742015.301587302,0.0
VN-7104,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Morning,Morning,80,3,0,23,1431000.0,2715000.0,2742015.301587302,0.0
VN-7104,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,Morning,Morning,80,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-7104,Vietnam Airlines,1485000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.485.000 VND,Morning,Morning,80,2,0,24,3916000.0,1431000.0,2205656.734126984,758525.5603973856
VN-7104,Vietnam Airlines,2499000,TP HCM (SGN),Đà Nẵng (DAD),10,10,2.499.000 VND,Morning,Morning,80,1,0,21,1485000.0,2715000.0,2088296.2195767194,573586.0737627724
VN-7112,Vietnam Airlines,1431000,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.431.000 VND,LateNight,EarlyMorning,80,3,0,23,1431000.0,1431000.0,2742015.301587302,0.0
VN-7112,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,LateNight,EarlyMorning,80,3,0,23,1431000.0,2715000.0,2742015.301587302,0.0
VN-7112,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,LateNight,EarlyMorning,80,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-7112,Vietnam Airlines,1336000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.336.000 VND,LateNight,EarlyMorning,80,2,0,24,3916000.0,1431000.0,2205656.734126984,758525.5603973856
VN-7112,Vietnam Airlines,1359139,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.359.139 VND,LateNight,EarlyMorning,80,1,0,21,1336000.0,2715000.0,2088296.2195767194,573586.0737627724
VN-7114,Vietnam Airlines,1340000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.340.000 VND,Evening,Evening,80,2,0,24,1340000.0,1340000.0,2205656.734126984,758525.5603973856
VN-7114,Vietnam Airlines,1359139,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.359.139 VND,Evening,Evening,80,1,0,21,1340000.0,1359139.0,2088296.2195767194,573586.0737627724
VN-7116,Vietnam Airlines,1787484,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.787.484 VND,Afternoon,Afternoon,80,3,0,23,1787484.0,1787484.0,2742015.301587302,0.0
VN-7116,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Afternoon,Afternoon,80,3,0,23,1787484.0,2715000.0,2742015.301587302,0.0
VN-7116,Vietnam Airlines,4294000,TP HCM (SGN),Đà Nẵng (DAD),18,32,4.294.000 VND,Afternoon,Afternoon,80,3,0,23,2715000.0,4294000.0,2742015.301587302,0.0
VN-7116,Vietnam Airlines,1782804,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.782.804 VND,Afternoon,Afternoon,80,2,0,24,4294000.0,1787484.0,2205656.734126984,758525.5603973856
VN-7116,Vietnam Airlines,1953482,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.953.482 VND,Afternoon,Afternoon,80,1,0,21,1782804.0,2715000.0,2088296.2195767194,573586.0737627724
VN-7124,Vietnam Airlines,1652000,TP HCM (SGN),Đà Nẵng (DAD),10,23,1.652.000 VND,Evening,Evening,80,3,0,23,1652000.0,1652000.0,2742015.301587302,0.0
VN-7124,Vietnam Airlines,2715000,TP HCM (SGN),Đà Nẵng (DAD),10,32,2.715.000 VND,Evening,Evening,80,3,0,23,1652000.0,2715000.0,2742015.301587302,0.0
VN-7124,Vietnam Airlines,3916000,TP HCM (SGN),Đà Nẵng (DAD),18,32,3.916.000 VND,Evening,Evening,80,3,0,23,2715000.0,3916000.0,2742015.301587302,0.0
VN-7124,Vietnam Airlines,1642000,TP HCM (SGN),Đà Nẵng (DAD),10,10,1.642.000 VND,Evening,Evening,80,2,0,24,3916000.0,1652000.0,2205656.734126984,758525.5603973856
